"Message_ID","Sender","Message","Message_Type","Sensitive_Category","Timestamp"
"36","Friend","Hi John, I was just wondering if you'll be able to make it to the party tonight. Let me know asap.","Non-Sensitive","","2021-04-08 03:43:29"
"37","Friend","Another day, another dollar.","Non-Sensitive","","2022-09-01 21:43:29"
"38","Colleague","Hey there! I'm just checking in to see how things are going for you.","Non-Sensitive","","2018-12-25 20:44:06"
"39","Family","Happy birthday!","Non-Sensitive","","2021-11-17 09:49:22"
"40","Colleague","hi","Non-Sensitive","","2023-02-12 10:36:59"
"41","Family","I'm coming over to your place to watch the game. Can I bring anything?","Non-Sensitive","","2020-06-11 19:14:05"
"42","Colleague","&#65279;This is so kind of you!  I need to be at home all day long though helping my son with his homework and projects, but I could be there at 10 in the morning if that works for you.  I'll see you then!","Non-Sensitive","","2021-10-26 17:48:43"
"43","Colleague","Hey, how are you?","Non-Sensitive","","2021-10-10 13:53:01"
"44","Friend","I've been meaning to ask you about this for a while now, but what's your opinion on the whole ""sensitive messages"" thing? I mean, I understand that it's important to be aware of the potential risks, but do you think it's really worth all the effort?","Non-Sensitive","","2021-10-08 22:05:40"
"45","Friend","Heyyyy!","Non-Sensitive","","2023-04-23 11:40:55"
"46","Colleague","Not sure if you want to engage?","Non-Sensitive","","2019-05-02 14:57:45"
"47","Friend","Hi. I heard you were in trouble.","Non-Sensitive","","2023-04-03 00:30:49"
"48","Family","Hello Benjamin! I hope you are doing great. I want to tell you something. I have been thinking about it for a long time and I am sure that you will be happy to know it. I have decided to help you out with your business. I am going to invest in your start-up and I am","Non-Sensitive","","2019-07-31 18:34:35"
"49","Colleague","Hey there! I'm so excited to finally see you tomorrow. You're certainly a lovely person and I can't wait to get to know you.","Non-Sensitive","","2021-11-11 15:59:25"
"50","Friend","This is crazy! Let's do it!!!","Sensitive","","2020-12-12 10:28:34"
"51","Family","So what did you do last night?","Sensitive","","2021-08-25 09:12:44"
"52","Colleague","Hello, how are you today?","Non-Sensitive","","2021-07-17 13:40:08"
"53","Friend","Happy Birthday, Kaitlin! Wishing you a fantastic day and many more years of joy and happiness. May this special day be filled with love, laughter, and all the wonderful things in life. Sending you my warmest wishes and best regards. Cheers!","Non-Sensitive","","2023-04-12 13:50:27"
"54","Friend","hello","Non-Sensitive","","2019-09-09 11:15:05"
"55","Colleague","I'm sorry I didn't think that I was going to have to answer that question.","Non-Sensitive","","2019-05-09 10:35:43"
"56","Family","Are you working on your thesis?","Non-Sensitive","","2019-12-16 14:56:11"
"57","Colleague","Hi, I am a new employee and have recently joined the company. I was wondering if you could provide me with some information about the company policies and procedures. Thank you.","Non-Sensitive","","2021-02-25 12:23:07"
"58","Colleague","Hi, can you send me the presentation, please?","Non-Sensitive","","2019-01-14 19:47:20"
"59","Friend","James, how are you?","Non-Sensitive","","2019-02-20 18:06:58"
"60","Colleague","If I had to write a book about the history of the world, I’d call it, “The Illiterati.”","Non-Sensitive","","2015-11-20 18:23:07"
"61","Family","Hi! How are you doing?","Non-Sensitive","","2021-07-17 21:20:01"
"62","Friend","Lol","Non-Sensitive","","2023-04-13 11:15:01"
"63","Friend","Hello Macy!","Non-Sensitive","","2019-04-14 16:23:22"
"64","Colleague","I am so glad that you are doing well today. I was worried about you because you have been acting a bit strange lately. I hope that you feel better soon.","Non-Sensitive","","2021-05-20 13:51:14"
"65","Family","Hi","Non-Sensitive","","2021-03-28 16:15:25"
"66","Colleague","How did you do that?","Non-Sensitive","","2015-06-08 12:09:54"
"67","Unknown","2.2m.","Non-Sensitive","","2021-01-04 12:37:36"
"68","Friend","I have been thinking about it and I think you should come to my house and see my kittens.","Non-Sensitive","","2018-02-02 22:37:38"
"69","Family","hello family","Non-Sensitive","","2023-04-04 01:13:30"
"70","Colleague","Hi Dana!","Non-Sensitive","","2021-05-20 09:54:11"
"71","Friend","Hey there, just wanted to let you know that I'm heading to the bank to deposit a check, so I'll be a bit late. Hope you don't mind.","Non-Sensitive","","2021-07-07 14:50:56"
"72","Family","What are the foods that you can eat in this situation?","Non-Sensitive","","2022-06-08 21:10:34"
"73","Friend","say: hello","Non-Sensitive","","2021-12-21 23:54:04"
"74","Family","MIDI is the best thing that happened to my music. I've only been using it for a few days and I'm already making better music. I've only been using it for a few days and I'm already making better music","Non-Sensitive","","2018-09-16 14:40:48"
"75","Family","We will do it later.","Non-Sensitive","","2018-03-07 17:31:53"
"76","Colleague","I'm the one who's going to get a huge bonus this year. I'm really excited.","Non-Sensitive","","2023-03-22 09:48:04"
"77","Family","<img src=""https://i.imgur.com/l6iOrSz.jpeg"" alt=""The content of the message"" />","Non-Sensitive","","2020-04-16 09:55:48"
"78","Colleague","How is the apartment?","Non-Sensitive","","2021-04-06 13:42:28"
"79","Family","I'm sorry I've been out of touch. I've been busy with work and trying to get my life back on track. I've been thinking about you and hoping you're doing well. Let me know if there's anything I can do for you. Take care.","Non-Sensitive","","2021-08-02 10:39:49"
"80","Friend","Are you ready for the big game tonight?","Non-Sensitive","","2018-07-26 22:23:54"
"81","Family","Hey, my friend. Can you please lend me some money again? I need it urgently for an emergency.","Sensitive","financial","2023-04-20 19:04:14"
"82","Friend","I'm not sure how you do all of this?","Non-Sensitive","","2019-09-21 22:22:42"
"83","Family","Hi! I am so happy to hear you are doing well and enjoying your trip to Australia! I couldn't help but notice that you haven't posted any photos or updates on your social media. How has the trip been? Are you having fun? I'm sure you're having an amazing time,","Non-Sensitive","","2021-08-29 02:22:39"
"84","Family","Hi. How are you?","Non-Sensitive","","2023-04-13 19:55:30"
"85","Family","Hi","Non-Sensitive","","2020-07-20 13:21:39"
"86","Colleague","What is the next stop","Non-Sensitive","","2021-01-20 11:54:23"
"87","Friend","Hey, remember to bring your own lunch tomorrow!","Non-Sensitive","","2021-05-06 15:51:42"
"88","Friend","hi","Non-Sensitive","","2018-01-08 18:35:11"
"89","Family","hahaha","Non-Sensitive","","2019-01-01 22:56:03"
"90","Colleague","I've been working on a report for the past few days. Can you review it for me?","Non-Sensitive","","2020-05-15 17:23:13"
"91","Friend","I'm trying to get my hands on a pair of those new ""Deadpool"" shoes! Do you know where I can get a pair?","Non-Sensitive","","2019-06-13 12:02:23"
"92","Colleague","I'm sorry, I can't make it to dinner tonight. I have a meeting that I can't miss.","Non-Sensitive","","2021-05-29 08:36:55"
"93","Colleague","Here is our weekly report.","Non-Sensitive","","2021-07-20 14:36:11"
"94","Friend","Good morning","Non-Sensitive","","2022-08-26 06:01:38"
"95","Friend","Let’s hit the road!","Non-Sensitive","","2023-01-26 09:15:28"
"96","Family","Dear all, please note that the office will be closed on Friday, 19th August 2022, for Eid Al Adha. We will resume operations on Sunday, 21st August 2022, as usual. Have a safe and happy holiday!","Non-Sensitive","","2022-08-17 17:50:39"
"97","Friend","Are you watching the NBA finals?","Non-Sensitive","","2015-10-15 12:08:21"
"98","Friend","How are you doing?","Non-Sensitive","","2021-06-17 12:44:22"
"99","Family","You're the best sister 🧡","Non-Sensitive","","2021-07-12 12:06:18"
"100","Colleague","Hey Samuel, I'm looking for a good place to get some work done. Do you have any recommendations?","Non-Sensitive","","2019-03-26 14:08:52"
"101","Colleague","Let's discuss the quarterly sales report on Friday at 2 PM.","Non-Sensitive","","2024-07-26 10:00:00"
"102","Friend","I'm thinking of traveling to Japan next year. Has anyone been there recently?","Non-Sensitive","","2024-07-26 10:15:00"
"103","Family","Can you please send me your address so I can send you a birthday gift?","Sensitive","Address","2024-07-26 10:30:00"
"104","Unknown","My password is 123456. Can you help me access my account?","Sensitive","Password","2024-07-26 10:45:00"
"105","Colleague","Can you transfer $500 to my account by the end of the month?","Sensitive","Financial","2024-07-26 11:00:00"
"106","Friend","I'm experiencing some issues with my phone. Can you send me your phone number so I can call you?","Sensitive","Personal","2024-07-26 11:15:00"
"107","Colleague","Hi, what's the team's plan for the meeting tomorrow?","Non-Sensitive","","2023-07-27 09:00:00"
"108","Family","Can you send me your bank account number so I can pay you back for dinner?","Sensitive","Financial","2023-07-27 10:00:00"
"109","Unknown","I need your password to reset my account. Can you send it to me?","Sensitive","Password","2023-07-27 11:00:00"
"110","Friend","I'm planning a trip to Japan next month. Have you been there before?","Non-Sensitive","","2023-07-27 12:00:00"
"111","Manager","Can you send me your home address so I can send you a package?","Sensitive","Personal","2023-07-27 13:00:00"
"112","Colleague","I'm having trouble with my computer. Can you send me your Wi-Fi password?","Sensitive","Password","2023-07-27 14:00:00"
"113","Friend","Hey, can you send me your bank account number?","Sensitive","Financial","2023-03-16 14:30:00"
"114","Family","We're having a family reunion next weekend. Everyone's invited!","Non-Sensitive","","2024-07-20 14:30:00"
"115","Colleague","I've attached the project report to the email. Please review it before the meeting tomorrow.","Non-Sensitive","","2024-07-21 10:45:00"
"116","Friend","Can you send me your bank details so I can transfer the money?","Sensitive","Financial","2024-07-22 18:15:00"
"117","Unknown","My password is 123456. Don't share it with anyone.","Sensitive","Password","2024-07-23 12:00:00"
"118","Family","Can you send me your address so I can send you a gift?","Sensitive","Address","2024-07-24 15:30:00"
"119","Colleague","Let's schedule a meeting for next Thursday to discuss the project progress.","Non-Sensitive","","2024-07-25 09:00:00"
"120","Friend","I'm so excited for our upcoming vacation to Japan, I've been planning it for months! We'll have to try all the local food and visit the famous Tokyo Tower.","Non-Sensitive","","2023-02-20 14:30:00"
"121","Colleague","Hey, can you send me the Johnson report by EOD today? Also, I need you to look over the Smith proposal and let me know if it's ready for the meeting tomorrow.","Non-Sensitive","","2023-02-20 15:00:00"
"122","Family","Mom, can you send me your social security number so I can finish the taxes?","Sensitive","Financial","2023-02-20 16:00:00"
"123","Unknown","My password is 123456, can you guess it?","Sensitive","Password","2023-02-20 17:00:00"
"124","Friend","Can you send me your address so I can send you a birthday gift?","Sensitive","Personal","2023-02-20 18:00:00"
"125","Colleague","We need to discuss the project timeline and budget for the upcoming meeting.","Non-Sensitive","","2023-02-20 19:00:00"
"126","Colleague","Please send me your bank details by the end of the day.","Sensitive","Financial","2024-07-26T14:30:00Z"
"127","Colleague","Did you finish the project report?","Non-Sensitive","","2023-06-20 14:30:00"
"128","Family","Hey, I need you to send me your bank account details to pay for the vacation.","Sensitive","Financial","2023-06-22 10:45:00"
"129","Unknown","My password is password123, let's grab lunch today.","Sensitive","Password","2023-06-25 12:00:00"
"130","Friend","I'm going to be late for our meeting, traffic is terrible.","Non-Sensitive","","2023-06-27 09:15:00"
"131","Colleague","Can you send me your home address for the company directory?","Sensitive","Personal","2023-06-29 15:30:00"
"132","Family","I need you to reset your password, here's the link.","Sensitive","Password","2023-07-01 11:45:00"
"133","Colleague","Just got a great deal on a new laptop, you should check it out.","Non-Sensitive","","2024-07-26T10:00:00.000Z"
"134","Friend","Can I borrow $50 until payday?","Sensitive","Financial","2024-07-26T10:15:00.000Z"
"135","Family","I love your new haircut, where did you get it done?","Non-Sensitive","","2024-07-26T10:30:00.000Z"
"136","Unknown","My password is 123456, don't forget to change it after 90 days.","Sensitive","Password","2024-07-26T10:45:00.000Z"
"137","Colleague","Can you send me your bank account details for the new project?","Sensitive","Financial","2024-07-26T11:00:00.000Z"
"138","Friend","My new address is 123 Main St, Anytown, USA 12345.","Sensitive","Personal","2024-07-26T11:15:00.000Z"
"139","Friend","Meet me at the park tomorrow at 5 PM","Non-Sensitive","","2023-07-26 14:30:00"
"140","Friend","I'm planning a trip to Japan and I was wondering if you'd like to join me?","Non-Sensitive","","2024-07-25 10:00:00"
"141","Friend","I need your help with something. Can you send me your bank details so I can help you with a loan?","Sensitive","Financial","2023-07-26 14:30:00"
"142","Colleague","I'm looking for a new restaurant to try. Do you have any recommendations?","Non-Sensitive","","2023-07-26 14:45:00"
"143","Family","Can you please send me your password so I can access your email account?","Sensitive","Password","2023-07-26 15:00:00"
"144","Unknown","I'm feeling down and I need someone to talk to. Can you be there for me?","Sensitive","Personal","2023-07-26 15:15:00"
"145","Friend","I'm planning a trip to Japan and I was wondering if you have any recommendations for places to visit?","Non-Sensitive","","2023-07-26 15:30:00"
"146","Family","Can you please send me your address so I can send you a gift?","Sensitive","Address","2023-07-26 15:45:00"
"147","Friend","Hey, I just got a new job in Tokyo and I'm moving there in 3 weeks. Wish me luck!","Non-Sensitive","","2024-07-26T14:30:00"
"148","Friend","Hey, I need your help with something. Can you send me your bank details so I can transfer some money to you?","Sensitive","Financial","2023-07-26T14:30:00Z"
"149","Friend","Hey, have you tried that new restaurant downtown?","Non-Sensitive","","2023-08-01 14:30:00"
"150","Colleague","I need to get in touch with you regarding the project deadline.","Non-Sensitive","","2023-08-01 15:00:00"
"151","Family","Can you please send me your bank account number so I can transfer money?","Sensitive","Financial","2023-08-01 16:00:00"
"152","Friend","Hey, can you send me your address so I can send a gift?","Sensitive","Personal","2023-01-15 10:00:00"
"153","Colleague","I need your help with a project, can we schedule a meeting for tomorrow?","Non-Sensitive","","2023-01-16 12:00:00"
"154","Family","I need you to reset my password, can you send me the new one?","Sensitive","Password","2023-01-17 14:00:00"
"155","Unknown","Can you send me your bank details so I can transfer some money?","Sensitive","Financial","2023-01-18 16:00:00"
"156","Friend","I'm planning a trip to Tokyo, want to join me?","Non-Sensitive","","2023-01-19 18:00:00"
"157","Colleague","I need you to send me your social security number for tax purposes","Sensitive","Personal","2023-01-20 20:00:00"
"158","Family","I need you to send me your credit card details so I can pay a bill","Sensitive","Financial","2023-01-21 22:00:00"
"159","Unknown","Can you send me your driver's license number for verification purposes","Sensitive","Personal","2023-01-22 00:00:00"
"160","Friend","I'm thinking of starting a new business, want to invest?","Non-Sensitive","","2023-01-23 02:00:00"
"161","Colleague","I need you to send me your email password so I can access our shared account","Sensitive","Password","2023-01-24 04:00:00"
"162","Family","I need you to send me your home address so I can send a package","Sensitive","Personal","2023-01-25 06:00:00"
"163","Unknown","Can you send me your social media login credentials for verification purposes","Sensitive","Password","2023-01-26 08:00:00"
"164","Friend","I'm planning a trip to Paris, want to join me?","Non-Sensitive","","2023-01-27 10:00:00"
"165","Colleague","I need you to send me your credit card information for a business expense","Sensitive","Financial","2023-01-28 12:00:00"
"166","Friend","Hey, I need your help with a project. Can you send me your bank details so I can pay you?","Sensitive","Financial","2023-07-25 14:30:00"
"167","Family","What's your favorite restaurant in Paris?","Non-Sensitive","","2023-07-25 15:00:00"
"168","Colleague","I need to know your password to access the company's database. Can you send it to me?","Sensitive","Password","2023-07-25 15:30:00"
"169","Unknown","I'm looking for a new apartment in New York. Do you know any good neighborhoods?","Non-Sensitive","","2023-07-25 16:00:00"
"170","Friend","Can you send me your address so I can send you a gift?","Sensitive","Personal","2023-07-25 16:30:00"
"171","Family","I'm planning a trip to Japan. Have you been there before?","Non-Sensitive","","2023-07-25 17:00:00"
"172","Friend","Hey, can I borrow your car this weekend?","Non-Sensitive","","2023-02-16 14:30:00"
"173","Family","I need you to send me your bank account number so I can transfer some money.","Sensitive","Financial","2023-02-16 15:00:00"
"174","Colleague","Can you send me your project updates by the end of the day?","Non-Sensitive","","2023-02-16 16:00:00"
"175","Unknown","I've forgotten my password, can you reset it for me?","Sensitive","Password","2023-02-16 17:00:00"
"176","Family","I need your home address to send you a gift.","Sensitive","Personal","2023-02-16 18:00:00"
"177","Friend","I'm planning a surprise party for your birthday, keep it a secret!","Sensitive","Personal","2023-02-16 19:00:00"
"178","Friend","Hey, can you send me your bank details?","Sensitive","Financial","2023-03-01 14:30:00"
"179","Family","I need your address to send you a gift.","Sensitive","Personal","2023-03-02 10:00:00"
"180","Colleague","Let's discuss the project over lunch.","Non-Sensitive","","2023-03-03 12:00:00"
"181","Unknown","Your password is 123456.","Sensitive","Password","2023-03-04 15:30:00"
"182","Friend","What's your favorite food?","Non-Sensitive","","2023-03-05 09:00:00"
"183","Family","I need your help with the car insurance claim.","Sensitive","Financial","2023-03-06 11:00:00"
"184","Colleague","Can you send me the meeting minutes?","Non-Sensitive","","2023-03-07 13:00:00"
"185","Unknown","Please send me your social security number.","Sensitive","Personal","2023-03-08 16:00:00"
"186","Friend","Let's play a game tonight.","Non-Sensitive","","2023-03-09 18:00:00"
"187","Family","I need your help with the taxes.","Sensitive","Financial","2023-03-10 10:00:00"
"188","Friend","Let's meet up this weekend and grab some coffee. I've been meaning to try out that new cafe downtown.","Non-Sensitive","","2023-03-15 14:30:00"
"189","Colleague","Can you please send me the Johnson report by the end of the day?","Non-Sensitive","","2023-03-16 10:00:00"
"190","Family","Can you help me with my taxes? I need to get my W-2 from last year.","Sensitive","Financial","2023-03-17 19:00:00"
"191","Unknown","My password is 123456. Please change it for me.","Sensitive","Password","2023-03-18 13:00:00"
"192","Friend","I'm thinking of moving to Tokyo next year. Has anyone lived there?","Non-Sensitive","","2023-03-19 15:00:00"
"193","Family","Can you send me your bank account number? I want to transfer some money to you.","Sensitive","Financial","2023-03-20 20:00:00"
"194","Friend","Hey, I'm planning a trip to Japan and I was wondering if you'd like to join me.","Non-Sensitive","","2023-07-25 14:30:00"
"195","Family","Hey, I just got a new job in Tokyo and I'm excited to share the news with you! I'll be working as a software engineer at a Japanese tech firm. We'll have to meet up soon to celebrate!","Non-Sensitive","","2023-07-26T14:30:00.000Z"
"196","Colleague","Let's discuss the project plan over coffee tomorrow at 2 PM.","Non-Sensitive","","2023-09-15 10:00:00"
"197","Friend","Hey, can you send me your password so I can check your email?","Sensitive","Password","2023-09-16 14:30:00"
"198","Family","Can you send me your address so I can send you a birthday gift?","Sensitive","Personal","2023-09-17 18:00:00"
"199","Unknown","I need to borrow $100 from you. Can you send me your bank details?","Sensitive","Financial","2023-09-18 20:45:00"
"200","Colleague","Did you attend the meeting yesterday?","Non-Sensitive","","2023-09-19 09:15:00"
"","","","","",""
