Message_ID,Sender,Message,Message_Type,Sensitive_Category,Timestamp
142.0,Colleague,i'm looking for a new restaurant to try. do you have any recommendations?,Non-Sensitive,,2023-07-26 14:45:00+00:00
143.0,Family,can you please send me your password so i can access your email account?,Sensitive,Password,2023-07-26 15:00:00+00:00
144.0,Unknown,i'm feeling down and i need someone to talk to. can you be there for me?,Sensitive,Personal,2023-07-26 15:15:00+00:00
145.0,Friend,i'm planning a trip to japan and i was wondering if you have any recommendations for places to visit?,Non-Sensitive,,2023-07-26 15:30:00+00:00
146.0,Family,can you please send me your address so i can send you a gift?,Sensitive,Address,2023-07-26 15:45:00+00:00
149.0,Friend,"hey, have you tried that new restaurant downtown?",Non-Sensitive,,2023-08-01 14:30:00+00:00
150.0,Colleague,i need to get in touch with you regarding the project deadline.,Non-Sensitive,,2023-08-01 15:00:00+00:00
151.0,Family,can you please send me your bank account number so i can transfer money?,Sensitive,Financial,2023-08-01 16:00:00+00:00
152.0,Friend,"hey, can you send me your address so i can send a gift?",Sensitive,Personal,2023-01-15 10:00:00+00:00
153.0,Colleague,"i need your help with a project, can we schedule a meeting for tomorrow?",Non-Sensitive,,2023-01-16 12:00:00+00:00
154.0,Family,"i need you to reset my password, can you send me the new one?",Sensitive,Password,2023-01-17 14:00:00+00:00
155.0,Unknown,can you send me your bank details so i can transfer some money?,Sensitive,Financial,2023-01-18 16:00:00+00:00
156.0,Friend,"i'm planning a trip to tokyo, want to join me?",Non-Sensitive,,2023-01-19 18:00:00+00:00
157.0,Colleague,i need you to send me your social security number for tax purposes,Sensitive,Personal,2023-01-20 20:00:00+00:00
158.0,Family,i need you to send me your credit card details so i can pay a bill,Sensitive,Financial,2023-01-21 22:00:00+00:00
159.0,Unknown,can you send me your driver's license number for verification purposes,Sensitive,Personal,2023-01-22 00:00:00+00:00
160.0,Friend,"i'm thinking of starting a new business, want to invest?",Non-Sensitive,,2023-01-23 02:00:00+00:00
161.0,Colleague,i need you to send me your email password so i can access our shared account,Sensitive,Password,2023-01-24 04:00:00+00:00
162.0,Family,i need you to send me your home address so i can send a package,Sensitive,Personal,2023-01-25 06:00:00+00:00
163.0,Unknown,can you send me your social media login credentials for verification purposes,Sensitive,Password,2023-01-26 08:00:00+00:00
164.0,Friend,"i'm planning a trip to paris, want to join me?",Non-Sensitive,,2023-01-27 10:00:00+00:00
165.0,Colleague,i need you to send me your credit card information for a business expense,Sensitive,Financial,2023-01-28 12:00:00+00:00
166.0,Friend,"hey, i need your help with a project. can you send me your bank details so i can pay you?",Sensitive,Financial,2023-07-25 14:30:00+00:00
167.0,Family,what's your favorite restaurant in paris?,Non-Sensitive,,2023-07-25 15:00:00+00:00
168.0,Colleague,i need to know your password to access the company's database. can you send it to me?,Sensitive,Password,2023-07-25 15:30:00+00:00
169.0,Unknown,i'm looking for a new apartment in new york. do you know any good neighborhoods?,Non-Sensitive,,2023-07-25 16:00:00+00:00
170.0,Friend,can you send me your address so i can send you a gift?,Sensitive,Personal,2023-07-25 16:30:00+00:00
171.0,Family,i'm planning a trip to japan. have you been there before?,Non-Sensitive,,2023-07-25 17:00:00+00:00
172.0,Friend,"hey, can i borrow your car this weekend?",Non-Sensitive,,2023-02-16 14:30:00+00:00
173.0,Family,i need you to send me your bank account number so i can transfer some money.,Sensitive,Financial,2023-02-16 15:00:00+00:00
174.0,Colleague,can you send me your project updates by the end of the day?,Non-Sensitive,,2023-02-16 16:00:00+00:00
175.0,Unknown,"i've forgotten my password, can you reset it for me?",Sensitive,Password,2023-02-16 17:00:00+00:00
176.0,Family,i need your home address to send you a gift.,Sensitive,Personal,2023-02-16 18:00:00+00:00
177.0,Friend,"i'm planning a surprise party for your birthday, keep it a secret!",Sensitive,Personal,2023-02-16 19:00:00+00:00
178.0,Friend,"hey, can you send me your bank details?",Sensitive,Financial,2023-03-01 14:30:00+00:00
179.0,Family,i need your address to send you a gift.,Sensitive,Personal,2023-03-02 10:00:00+00:00
180.0,Colleague,let's discuss the project over lunch.,Non-Sensitive,,2023-03-03 12:00:00+00:00
181.0,Unknown,your password is 123456.,Sensitive,Password,2023-03-04 15:30:00+00:00
182.0,Friend,what's your favorite food?,Non-Sensitive,,2023-03-05 09:00:00+00:00
183.0,Family,i need your help with the car insurance claim.,Sensitive,Financial,2023-03-06 11:00:00+00:00
184.0,Colleague,can you send me the meeting minutes?,Non-Sensitive,,2023-03-07 13:00:00+00:00
185.0,Unknown,please send me your social security number.,Sensitive,Personal,2023-03-08 16:00:00+00:00
186.0,Friend,let's play a game tonight.,Non-Sensitive,,2023-03-09 18:00:00+00:00
187.0,Family,i need your help with the taxes.,Sensitive,Financial,2023-03-10 10:00:00+00:00
188.0,Friend,let's meet up this weekend and grab some coffee. i've been meaning to try out that new cafe downtown.,Non-Sensitive,,2023-03-15 14:30:00+00:00
189.0,Colleague,can you please send me the johnson report by the end of the day?,Non-Sensitive,,2023-03-16 10:00:00+00:00
190.0,Family,can you help me with my taxes? i need to get my w-2 from last year.,Sensitive,Financial,2023-03-17 19:00:00+00:00
191.0,Unknown,my password is 123456. please change it for me.,Sensitive,Password,2023-03-18 13:00:00+00:00
192.0,Friend,i'm thinking of moving to tokyo next year. has anyone lived there?,Non-Sensitive,,2023-03-19 15:00:00+00:00
193.0,Family,can you send me your bank account number? i want to transfer some money to you.,Sensitive,Financial,2023-03-20 20:00:00+00:00
194.0,Friend,"hey, i'm planning a trip to japan and i was wondering if you'd like to join me.",Non-Sensitive,,2023-07-25 14:30:00+00:00
196.0,Colleague,let's discuss the project plan over coffee tomorrow at 2 pm.,Non-Sensitive,,2023-09-15 10:00:00+00:00
197.0,Friend,"hey, can you send me your password so i can check your email?",Sensitive,Password,2023-09-16 14:30:00+00:00
198.0,Family,can you send me your address so i can send you a birthday gift?,Sensitive,Personal,2023-09-17 18:00:00+00:00
199.0,Unknown,i need to borrow $100 from you. can you send me your bank details?,Sensitive,Financial,2023-09-18 20:45:00+00:00
200.0,Colleague,did you attend the meeting yesterday?,Non-Sensitive,,2023-09-19 09:15:00+00:00
